AAAAA,BBBBB,CCCCC,DDDDD,EEEEE
4220,277807,147295,855829,1718
5292,500763,399042,108221,547620
2696,735915,890430,560357,260681
8840,591616,141746,391744,810694
973,453489,345916,417725,494400
9600,41468,996562,903760,542676
1735,958091,895660,331634,929668
9362,731482,840390,186894,37397
8089,235763,328583,915991,774871
6379,588696,783614,106930,554517
2659,707192,10799,400123,255463
938,847597,413610,457369,762823
1718,902939,202684,220029,932912
3088,214752,711459,836675,280847
1257,161957,86580,982844,152232
2559,604410,745041,692778,811505
6858,422682,637129,211328,504715
5964,253987,461945,110023,732657
4916,292733,69729,53010,824117
7849,47251,408106,931073,436031
7136,757762,38974,675205,634751
6642,471732,852595,234792,567457
3432,382416,62924,107451,805483
4561,287936,863176,547726,893824
2250,20706,149244,580319,566801
4756,355498,491367,685384,369742
1148,967015,940374,699872,284174
3624,331390,512506,841839,970449
8492,167163,923382,95851,722374
3464,582357,227580,392767,41205
8209,492179,400855,946008,499432
3503,280297,558762,581678,540020
353,282203,625634,545542,303478
397,751142,248605,723411,535604
3420,332300,34491,275667,229941
1491,7546,437126,677462,192424
3270,603118,436858,986697,780541
8206,228279,378773,522061,317307
4753,902864,869399,180138,344911
3454,107841,927278,519559,939500
4661,484800,923163,607426,236043
5978,670570,891454,568247,358246
6254,450872,439120,986040,471586
4642,60683,345233,717750,311776
200,469078,89887,603830,956423
934,295454,873886,219529,96679
4068,354316,96102,30290,863310
2628,441895,762291,875519,741227
5366,870313,502374,323721,4162
5523,500392,560835,729131,184105
6008,88816,900825,291889,90986
9061,680200,501114,420847,33143
8095,210318,226527,831318,726598
6402,762198,398720,974887,238798
8503,420158,78506,804575,270700
5460,189473,816362,646174,946351
2898,45885,299290,420760,215674
1059,534608,521119,929480,327998
3061,147560,606091,885044,687494
6189,297089,715963,352214,596606
6808,293270,599391,647698,44587
4604,659457,301986,160548,350875
5776,969374,181250,82281,140754
3672,53042,925225,495331,488401
4387,530647,508262,150666,105752
8392,106073,296128,290998,530492
3846,749994,722032,906544,47104
4326,7284,640012,638455,145532
4201,625280,464456,469030,412039
9036,67438,156006,110744,641697
3831,842279,532613,487999,246418
4809,631400,170981,776440,7200
484,527969,691482,990094,22763
1198,113830,277976,776883,809047
2337,380378,440864,551070,327038
4956,107688,335019,273509,14334
7904,70052,873263,219079,118875
3507,217870,918815,186425,518746
5084,635132,19941,777709,645691
4358,575515,834686,746806,881193
7259,613106,612770,533008,302517
4082,370584,375408,666830,717942
1680,623470,261490,203946,777388
9573,877276,221319,992341,905338
1524,201653,75226,791562,93474
4885,569724,485995,280231,527294
7075,699921,405101,724701,814079
177,767880,733349,6103,550059
4214,197524,658418,669626,223887
3682,53930,226718,107998,50218
9059,650799,131455,240021,758098
2329,964344,260112,186435,118104
8548,822792,815860,555485,373714
3776,10298,895082,454450,400399
1821,998750,619278,422290,145443
4895,198155,444894,426632,278077
3876,370366,417896,559673,445514
1710,444611,438479,824734,720896
1561,6762,719092,325567,478227
4274,608250,650675,622417,854681
6007,81639,636653,248685,144633
646,826253,69235,452874,258503
4857,227344,204290,690740,918685
1015,363633,383661,533716,832388
5178,299334,917194,477519,249335
8378,187394,416332,713161,531502
3295,685795,298564,423153,715747
3824,921453,215905,278175,790143
9042,214526,623839,312413,908752
2095,578268,657519,984865,996507
5948,7482,572417,718021,156845
9928,686469,706443,815376,117978
2629,228939,500797,689404,877203
8642,423667,600191,595772,198758
4108,330596,727142,958350,486893
2937,225455,371284,981630,673483
1455,647234,947378,385586,17147
8698,724698,364268,101610,140675
8352,30695,272484,788725,635063
9191,663170,434042,751894,438961
7026,342970,564224,7087,636578
5520,841343,56639,991012,690560
5827,748155,813082,820382,347855
4559,133305,57739,554986,258371
2146,861914,50098,147133,4480
4700,21448,411999,466105,528875
8977,677557,909843,157064,415587
5735,892703,733859,451419,975373
7990,646894,459281,164590,194532
8044,944449,802266,924881,272041
9312,214603,554290,840258,965655
777,770577,186624,346462,198365
2639,873883,187036,812916,782862
8555,472278,210161,841106,169109
2915,355205,42572,373416,715917
4349,931527,30665,294509,720386
5544,154542,510299,337203,169486
7060,80337,551749,412040,854627
3490,351227,897947,195583,992432
1120,56021,317963,659613,89158
7677,69542,463483,9911,325926
2991,83135,356302,288674,917647
8907,555130,697358,922733,455863
7708,21697,656274,328716,70113
6366,544623,152655,367752,202969
5120,756165,449094,360133,977887
9790,505845,361418,473648,184326
654,420735,992136,744805,168089
5521,631156,791227,607611,673736
2706,32259,269257,565005,308740
880,824401,683543,769305,297609
6026,739421,507828,896250,370643
8013,981767,917799,655301,967902
5471,965145,257301,26252,740256
1550,861831,661588,581054,857120
6766,159683,662273,808243,671352
4841,863962,726531,994187,557528
7636,228586,184223,256887,987837
8391,408033,428983,983837,323776
993,106240,364648,61726,649228
3826,250739,706954,202494,891559
2052,16716,575140,566359,765841
6537,904911,889498,113040,260277
1273,362023,77045,352000,784797
7162,979677,323340,950886,676448
4017,710519,446576,197654,666860
6544,136726,886269,120471,228298
4582,60881,154300,611432,869394
2855,535949,691886,362569,427026
6683,50285,426286,624363,14711
3895,292763,594352,399624,956689
4742,453675,580766,24961,877171
2394,33642,138757,680519,334531
4248,509282,359409,376154,1414
6484,106262,251936,5639,325156
8433,685623,761662,894364,638746
3083,598002,991399,324220,660226
896,761917,238133,444718,738481
5950,118188,759044,87993,397048
4668,81823,404386,41311,413182
7669,61595,406481,74841,850808
8369,119872,389643,791552,880894
7948,811346,271683,258861,702030
3372,983276,128804,609922,261912
8869,30530,553594,836904,878817
4712,890447,544395,225730,640788
573,555639,975198,293319,444342
1399,61845,104123,109898,363480
2570,161778,814922,896189,11421
2503,508670,91428,553796,280426
9024,494151,491646,49110,534300
5505,144488,685125,543592,456186
8020,261552,620593,942348,38183
5490,469336,758220,132095,987844
4198,661430,165935,976481,172581
5679,124137,315641,114738,191425
7354,435475,21167,968711,72670
5142,276517,698611,413522,711172
9559,168363,948720,803587,860769
6306,155673,445028,989088,220926
4265,842832,241650,798810,272586
5194,291823,364120,144195,753426
9485,64050,640643,958463,122278
5901,298635,819625,63498,789113
2627,463551,674501,516737,930793
1998,821967,929261,163255,802087
6817,202469,434076,271005,149099
4816,873071,343259,512684,181163
4129,227787,12548,901803,717218
2203,428449,621581,677587,182636
4217,499611,635209,771351,511370
9885,762163,257172,836721,545784
998,626612,941176,545551,783112
7512,501339,258449,386602,585318
1293,195555,784333,988740,834427
8422,331534,356470,375391,951534
4601,949259,81086,980807,918685
8008,452346,9535,1463,627884
8775,284713,430059,490804,682718
5592,486741,912306,564143,829526
7528,837765,641298,916759,715664
8080,957392,926988,481274,136217
4415,89804,931113,220026,736934
871,357193,786156,141916,69818
1951,451679,144361,227274,391335
9145,72566,561708,665888,774865
3177,579705,135736,665232,112010
1707,317987,430364,482010,45547
6940,203283,526039,155704,914354
9974,55665,403901,741009,721675
1428,251519,565299,325728,72043
4366,613833,890323,861834,995597
1009,182190,736651,652689,357472
2673,406044,905509,734454,147929
2758,678152,884177,252558,773895
6474,466520,684690,65677,179517
7300,381575,613747,335308,302734
1592,547629,958890,486209,487736
9465,315946,105842,66111,883914
3747,464818,933249,648884,50555
3576,939425,376245,522832,663492
1256,23641,8805,868578,342644
6326,280195,162098,515879,423944
3321,560630,64531,67778,942524
6426,213442,372317,896088,774254
2978,23334,857698,398372,624144
7685,111780,561392,374453,453056
3788,541613,911148,328452,82156
5137,777941,873359,598371,39844
6250,866724,784909,364119,725098
8654,548517,339389,125903,845517
8204,864354,209536,307358,705454
9391,575825,250726,791906,218843
8528,412748,164532,144769,303401
8675,956278,407090,254429,55272
7382,808262,908595,59184,523661
7955,635171,888591,61850,433466
3667,969500,584220,559877,406712
6104,873520,926637,286525,170416
5729,218596,948043,746819,319564
2243,340802,211620,388416,696389
336,871874,276220,432546,10195
4847,503375,794831,49969,821001
9748,582627,612855,141163,252975
7318,62127,8656,894990,178938
3090,822470,463959,431122,423739
701,549493,906011,783631,71841
6221,140822,363354,738762,217961
9723,879846,843615,255619,952362
6234,78876,94123,973576,381165
5995,530174,421661,886051,124914
3794,778609,541954,368435,553822
7138,428565,524520,434906,879060
5942,962709,168024,344457,315448
9269,133036,78074,827834,751348
6373,935212,585970,5003,962417
7622,29643,931677,97290,816846
4634,804348,698040,916129,642258
7074,81635,36976,369918,869060
8287,287312,697968,123773,733462
5087,910677,410858,660042,707199
4732,549406,665438,918089,124310
2174,225132,819846,803990,860286
7148,773623,442943,776635,486639
1334,346502,207524,258249,662098
7985,824081,489944,395776,885510
8604,172542,337602,751818,478382
4681,583037,977044,216328,226816
7596,518825,926531,393324,347329
7715,107055,153647,845548,64393
810,105666,454096,795717,94477
1551,897693,256870,847629,705401
9378,750672,423351,528819,247241
5432,32725,647312,208025,652129
5401,898968,871324,94207,88342
1935,653098,487712,105422,56101
453,289928,178756,376184,240134
5890,624377,680251,684150,878836
4177,877172,940082,619572,724340
4240,398816,994043,983047,858954
1557,385305,453248,966023,327593
7617,975910,91520,748023,402219
8196,669960,856384,7670,687989
8936,716715,282167,418113,295811
6358,278117,654348,537588,936970
895,912143,359862,457850,32587
4107,359330,96029,437416,409579
7349,836300,552011,252452,199946
8233,261338,955660,402923,904932
9210,449719,507424,921724,157546
9543,168388,348653,384059,403068
862,352829,416131,226304,924952
4656,356559,157458,614356,466214
8066,247394,773027,46343,39320
158,472879,763202,801217,915725
3831,61403,326519,113258,152073
9653,151918,771913,458908,495428
3602,399642,355919,549241,663965
3940,961313,342378,41354,807922
395,993975,119604,735017,348097
2397,832645,107936,573648,492109
4694,822832,438121,114827,993408
2032,15878,958834,829434,405209
6776,714426,217898,143442,716306
760,154,871972,62175,206599
1085,582019,907284,26884,601763
3,212196,254706,725265,770594
3915,904122,481042,918462,349165
5799,25748,392123,138701,104100
1859,51646,456907,954502,70921
4835,912181,811900,465402,518883
261,436204,743376,582593,747881
3039,432146,336646,974699,622516
7326,389530,210902,868805,751531
3385,956462,43559,525021,269214
2611,783540,907264,111074,88229
7783,167531,677857,427893,88822
8768,103409,410353,381365,622536
1520,513463,173434,583755,313220
7851,669027,124289,1572,533608
2988,640985,605964,455214,98084
2030,492486,63863,151256,760230
7180,572456,366412,700508,481695
5977,668466,393745,162264,882738
6384,308369,3416,643464,822703
1857,651819,693756,576234,855270
3092,283807,375951,731831,82920
3518,104760,832214,580146,255318
3239,14596,239778,807037,913450
8800,186213,934309,996536,941477
265,963422,108072,314639,716819
9083,884055,370040,327675,503613
8467,299322,656877,975084,876548
6378,218251,569249,868859,208681
3559,903179,781583,837346,288668
801,719709,268582,797650,739867
937,49176,254003,976942,85117
6184,769254,845035,81338,17008
4383,299510,280606,34366,332554
3710,471355,730130,515309,746420
4291,347302,550133,117949,667953
936,906428,385759,849714,809939
3564,629993,17126,541982,971611
8067,695969,220563,387541,236307
2173,871005,186004,401287,203287
19,121359,601038,797662,98895
1188,393290,261559,12835,179938
146,368652,876295,418358,183166
8428,701215,189772,188983,998031
7392,359666,95749,222421,1086
9131,686930,858672,721254,509
9117,872558,271988,268122,2726
2081,465079,9481,854462,336790
2858,957152,652593,533858,725224
954,334137,580766,419418,260501
6629,394460,956963,344884,417231
1041,203974,200131,700702,198474
9938,578130,436631,455901,741147
8406,822620,518063,758425,930355
7558,475604,6554,11536,641878
1913,646223,508757,932205,247857
5403,886396,562407,881593,899258
9294,228320,219561,875257,135618
4603,556167,330419,913371,8821
8465,816798,917675,272110,776935
7277,894783,704837,726026,784654
6928,942798,371181,169098,961240
3409,388836,613542,470907,838734
9960,423878,41900,619593,298276
6905,620785,78587,54143,944898
5062,625596,309182,783050,894174
3157,422819,844579,12603,148901
9380,469014,379120,22671,953534
705,226296,286766,379896,777211
7926,672419,372086,757318,256004
4421,131225,309334,801769,13062
6240,344823,954217,946049,65342
2021,751839,576622,919645,194106
6775,466556,918429,834489,673422
2103,220660,777070,232754,264256
4999,565897,313427,781314,624466
3496,987945,452462,927340,562499
614,431757,384408,805774,686990
9110,359842,893028,347277,855173
8325,934543,667748,927455,458652
1617,462434,384597,663091,151156
3066,360076,793103,888634,186037
7595,310191,278126,413406,533946
2796,975004,44796,582872,878172
